keyword,category,video_id,title,published_date,duration_seconds,view_count,like_count,comment_count
Historical agronomic practices in plant breeding,Old,MMgmUVKDLcU,Lecture - 2 Historical Development of Plant Breeding,2022-04-03T04:49:18Z,327.0,9381,156,0
Historical agronomic practices in plant breeding,Old,A1IMe9UVCWw,Best method of propagate roses by air layering with tomato #rose_plant #air_layering,2023-12-01T10:32:13Z,60.0,117154689,2272608,1501
Historical agronomic practices in plant breeding,Old,-QcQwD-gSh8,What is Plant Breeding?,2024-06-13T22:59:14Z,171.0,23,1,0
Historical agronomic practices in plant breeding,Old,crL5aGA3FPc,Botanical Breeding: Unveiling the Methods - Conventional vs. Contemporary,2023-07-27T20:20:00Z,42.0,29,1,0
Subsistence crop breeding in plant breeding,Old,5HLJ2vsGX9A,The Importance of Wild Relatives in Plant Breeding,2023-02-09T06:29:04Z,1585.0,180,4,1
Subsistence crop breeding in plant breeding,Old,91v3_34DkQk,Plant chemistry to fight the Striga crop parasite,2016-03-01T11:25:16Z,192.0,3764,0,6
Subsistence crop breeding in plant breeding,Old,6Rg8dwpHWVc,Advances in Plant Breeding for Combating Hidden Hunger by Eric Boy at  #GIFSconf2016,2016-07-29T23:23:28Z,2080.0,247,2,0
Subsistence crop breeding in plant breeding,Old,3kQjhZLlqNg,Alex Ogbonna: Genetic Architecture and Gene Mapping of Cyanogenic Glucoside in Cassava,2020-04-22T19:41:18Z,1040.0,242,5,0
Subsistence crop breeding in plant breeding,Old,QavNO8uuaDk,Dry Bean Breeding Isn't a Dry Topic Webinar,2014-06-23T20:12:35Z,2625.0,702,11,0
Subsistence crop breeding in plant breeding,Old,p4LahlPL_sM,"Doomsday Vaults, Genebanks and Plant Breeding in the Age of Climate Change",2015-05-15T15:17:51Z,5397.0,677,8,0
Subsistence crop breeding in plant breeding,Old,7J9SzUlSsW4,"Dr  Hugo Campos, NC State Spring 2021 International Plant Breeding Seminar Series",2022-06-16T19:57:57Z,3758.0,32,1,0
Subsistence crop breeding in plant breeding,Old,sBNQPIYNkdo,Hale Tufan - Gender Responsiveness 101: A Plant Breeder's Guide...,2014-11-20T21:35:20Z,2017.0,761,5,0
Subsistence crop breeding in plant breeding,Old,wgqgr-zxHZs,Dry Bean Genetics and Breeding,2014-06-23T20:11:59Z,1729.0,3323,57,2
Subsistence crop breeding in plant breeding,Old,N-wv1jJi3HQ,Plant Breeding Approaches and Technologies: A View from a Texas Maize Breeding Program,2015-05-07T21:07:12Z,3383.0,5685,30,1
Subsistence crop breeding in plant breeding,Old,cYuiCGEVtSQ,Breeding Peanuts: The Story of a Lowly Groundnut,2015-06-05T06:05:17Z,3665.0,3537,23,0
Subsistence crop breeding in plant breeding,Old,gV_-BKCgmCg,Chapter 4. Agriculture 4.1 Introducation and Types of Farming,2018-10-29T09:33:44Z,252.0,1067,64,0
Subsistence crop breeding in plant breeding,Old,xFqecEtdGZ0,"Can we create the ""perfect"" farm? - Brent Loken",2020-10-12T15:00:50Z,430.0,2200445,62763,2277
Subsistence crop breeding in plant breeding,Old,7-G16sjiB1s,Q&A on cassava science: challenges and regional differences in breeding  -- Part 6 of 7,2014-11-24T17:06:35Z,142.0,62,0,0
Subsistence crop breeding in plant breeding,Old,doJUA8-p85s,Brigitte Mauch-Mani and colleagues | Enabling sustainable crop protection with induced resistance,2024-12-19T15:59:00Z,5564.0,31,4,0
Subsistence crop breeding in plant breeding,Old,_rfG0Pi4xnE,Prioritizing breeding for development impact: ILCI 2020 annual meeting,2020-11-12T00:11:24Z,2639.0,37,1,0
Subsistence crop breeding in plant breeding,Old,TsRDnj41ytY,The Future of Food: Genetic Improvement Meets Sustainable Agriculture,2020-09-11T20:08:46Z,3656.0,1257,30,0
Subsistence crop breeding in plant breeding,Old,xIw7lOxY6TA,2013 Sustain Conference John Newbury,2013-06-04T10:11:35Z,1209.0,103,0,0
Subsistence crop breeding in plant breeding,Old,KKFoHXedP4g,"CRISPR Crops: Food, Farms, and the Shape of Plants to Come",2020-06-23T03:00:09Z,2606.0,15978,388,39
Subsistence crop breeding in plant breeding,Old,6X2ajsToFEs,"Utilizing Agrobiodiveristy Part 2: Joseph Lofthouse, Lofthouse Seeds",2020-02-26T22:48:21Z,1596.0,2064,79,4
Subsistence crop breeding in plant breeding,Old,Qj0ol3AZyPI,Webinar - Target Population of Environments & beyond: Helping make better crop improvement practice,2020-06-30T18:05:37Z,3996.0,543,10,0
Subsistence crop breeding in plant breeding,Old,rTb9B02SUBw,Webinar - Changing sorghum breeding in Mali through gender insights,2017-08-25T16:12:15Z,3210.0,252,2,0
Subsistence crop breeding in plant breeding,Old,7gMML7dYpvQ,Biofortification of Cassava for Africa,2013-01-04T17:51:57Z,4168.0,1024,7,0
Subsistence crop breeding in plant breeding,Old,HMi_SO1qK14,PLANT BREEDING TODAY |Development of resilient lines through molecular breeding | Dr. Raman Sundaram,2021-06-21T17:53:08Z,4615.0,218,5,0
Subsistence crop breeding in plant breeding,Old,oVRf7tTktmY,"Kayte Meola & Djeinam Touré - Gender Research with CGIAR’s Roots, Tubers and Bananas Program",2015-04-28T14:11:00Z,2127.0,336,1,0
Subsistence crop breeding in plant breeding,Old,erAF9X_wubA,"10,000 Years of Plant Domestication: The Origins of Agrobiodiversity in Indigenous Amazonia",2022-04-23T01:12:38Z,4443.0,184,2,0
Subsistence crop breeding in plant breeding,Old,sEUqLOPleFs,Edible Education 101  Plant Genetic Engineering and the Future of Food with Pamela Ronald 1,2018-09-21T00:41:43Z,6723.0,547,7,0
Subsistence crop breeding in plant breeding,Old,Br3eAisvryc,Entrepreneurship and market-led approaches to crop improvement in developing countries,2019-10-22T13:50:22Z,2871.0,189,5,0
Subsistence crop breeding in plant breeding,Old,vnZROkADGzI,"""Roots of the Second Green Revolution"" - Jonathan Lynch, Penn State",2012-09-27T23:25:42Z,3689.0,1675,28,2
Subsistence crop breeding in plant breeding,Old,OqRbnmmEQ_Y,Farming to Fight Climate Change Part 3,2018-05-22T20:13:12Z,1525.0,1167,48,3
Subsistence crop breeding in plant breeding,Old,YhodOtWhI1Y,Plant-Based Subsistence Farming and Seed Saving,2022-01-20T09:32:50Z,1800.0,19,0,1
Subsistence crop breeding in plant breeding,Old,nWUTaCTWijo,David Mackill - Stress Tolerant Rice Varieties: Examples of Development and Rapid Adoption,2013-08-29T14:28:58Z,2966.0,791,4,0
Subsistence crop breeding in plant breeding,Old,C6mrzE-4S8M,What A Great Idea Pepper Farming #satisfying #shot,2023-05-18T11:56:08Z,11.0,8773176,150989,654
Subsistence crop breeding in plant breeding,Old,Y9KNoItKeyI,Episode 170 #6: Keystone Crops with Zach Elfers & the Keystone Tree Crop Cooperative,2023-08-14T00:00:12Z,3442.0,124,4,0
Subsistence crop breeding in plant breeding,Old,z0aiekjrpDo,Introduction to Perennial Crops for Food Security,2013-12-05T12:00:46Z,898.0,4239,38,0
Subsistence crop breeding in plant breeding,Old,eqUP3_FkyYA,Smart Farmer Farming Vegetable With This Technique #satisfying #short,2022-06-10T11:30:07Z,9.0,60963225,464929,1205
Subsistence crop breeding in plant breeding,Old,b7cE6xHJhrM,"#Genome editing, Genetic modification #GMO & future of #agriculture",2020-04-11T06:24:00Z,5869.0,884,26,0
Subsistence crop breeding in plant breeding,Old,znkEL4iKaeQ,Restorative Continuous Cropping Using Heritage Cereals,2022-01-12T17:34:24Z,5338.0,1294,20,0
Subsistence crop breeding in plant breeding,Old,gsPxdsGFTvA,"Reviving heritage foods through landrace farming, with Glenn Roberts",2023-11-10T23:08:37Z,5172.0,110,4,0
Subsistence crop breeding in plant breeding,Old,fhC5Z6kOWf8,IBH Seminar: Getting diversity into the mix crop mixtures as part of the sustainable farming toolkit,2023-05-01T15:23:18Z,4508.0,101,1,0
Subsistence crop breeding in plant breeding,Old,g_TasC9k0z8,Sustainable Vegetable Crops in Indonesia,2015-12-11T00:40:04Z,286.0,1304,5,2
Subsistence crop breeding in plant breeding,Old,Tlhzoxn_538,"Pastoralism, Intensive and Industrial Agriculture",2016-07-25T19:33:25Z,435.0,2058,24,1
Subsistence crop breeding in plant breeding,Old,LIpDhIIjPbw,Gaps and opportunities for Perennial Crops,2013-12-05T12:24:01Z,898.0,3245,30,0
Subsistence crop breeding in plant breeding,Old,mtZQZNFgSyM,GMOs: Misconceptions and Concerns,2013-06-28T17:09:21Z,4138.0,10925,102,112
Subsistence crop breeding in plant breeding,Old,mlBRmUYui0U,KASP™ (Kompetitive Allele Specific PCR) technology accelerates rice improvement in South Asia,2020-03-13T14:24:37Z,3638.0,1151,21,0
Subsistence crop breeding in plant breeding,Old,L4o35CleMoM,Farming with the wild: Dan Imhoff at TEDxSonomaCounty,2012-06-21T08:19:51Z,635.0,5328,40,3
Subsistence crop breeding in plant breeding,Old,VBD9fi249JY,Part 1 of 5 -- Q&A on cassava research in Africa: Is cassava critical?,2014-06-03T17:37:56Z,163.0,2609,18,1
Subsistence crop breeding in plant breeding,Old,NMk88DRCr7Y,PLANT BREEDING TODAY--Genome-wide association studies for soybean improvement -Dr. Ashish Srivastava,2021-06-18T17:51:00Z,4794.0,968,22,0
Subsistence crop breeding in plant breeding,Old,70T6mdfCfNc,Unlocking ancient rice secrets to overcome rainfall extremes,2012-11-20T10:02:05Z,303.0,849,6,0
Subsistence crop breeding in plant breeding,Old,bqCpSW_zYfg,AFBI Conference – Session 3 - The Role of Plants & their Production in our Food System.,2021-03-26T10:15:25Z,5668.0,158,1,0
Folk selection methods in plant breeding,Old,OEzNU_6v4pc,Solveig Hanson: Participatory plant breeding ... : Vegetable stories & cover crop potentials,2023-04-14T17:46:18Z,2865.0,260,4,0
Folk selection methods in plant breeding,Old,8ATu6HoSD0Q,"Seren Villwock, Marlie Lukach, Savanah Dale: Plant Breeding graduate student seminars",2024-03-06T14:53:47Z,3022.0,188,4,0
Folk selection methods in plant breeding,Old,jf5zvAV0oRo,Peppers are the Most Important Part of Salsa Webinar,2014-07-02T16:43:20Z,1914.0,664,9,1
Folk selection methods in plant breeding,Old,JrK3XKJCi8A,AI in Crop Improvement (2/14/24) by Karlene Negus,2024-02-26T16:27:08Z,4981.0,301,7,0
Folk selection methods in plant breeding,Old,hnpYsyUWbDE,Seed Works - Kale Seed; breeding and selecting,2020-06-18T22:43:43Z,270.0,506,0,0
Folk selection methods in plant breeding,Old,fmtpeWQRx0E,Leveraging Low-Coverage WGS to Uncover Important Traits in Chickens and Production Plants,2023-04-12T20:58:24Z,3545.0,212,0,0
Folk selection methods in plant breeding,Old,TkDbayot5fw,Radicchio! Webinar / Seminaire en ligne,2020-08-12T15:04:06Z,5548.0,333,1,1
Folk selection methods in plant breeding,Old,iH6XlBq2aQY,Breeding of Ornamental Curcumas,2008-05-19T05:11:02Z,83.0,261,2,0
Folk selection methods in plant breeding,Old,gPnfoxOGfFs,"Viktor Korzun:  Linking genomics, genetics and molecular markers in modern cereals breeding",2018-09-08T12:58:43Z,2963.0,397,2,0
Folk selection methods in plant breeding,Old,iDs-bucCeKM,Cultivating Curiosity & Cultures of Care: Breeding Turnips & Beyond,2023-05-15T17:44:22Z,3613.0,68,0,0
Folk selection methods in plant breeding,Old,ZVmaP4nelqs,Breeding Peppers,2014-07-02T16:43:09Z,1069.0,9408,132,4
Folk selection methods in plant breeding,Old,e_RU8940USo,2017 Texas A&M Plant Breeding Symposium: Dr. LJ Grauke,2017-09-22T16:00:05Z,3370.0,320,6,0
Folk selection methods in plant breeding,Old,jG7fJsuSOfs,Inaugural Lecture presented by Professor Hussein Shimelis,2021-10-14T14:07:30Z,3717.0,568,18,3
Folk selection methods in plant breeding,Old,ChGqyY9GWdo,EP: 425 Seed Freedom & Resilience Why Open Pollinated Is More Important than Ever - Siskiyou Seeds,2024-04-05T12:00:20Z,3527.0,2423,150,13
Folk selection methods in plant breeding,Old,RPpCFko_Bi8,CST Seed Saving Workshop,2020-11-09T19:00:08Z,5664.0,168,0,0
Folk selection methods in plant breeding,Old,jYjvJyEMHZ4,What are GMOs (Genetically Modified Organisms)?,2023-11-20T10:45:08Z,566.0,87127,1036,68
Folk selection methods in plant breeding,Old,oHEvA9kFMxs,pedigree method plant breeding explain by Sandeep sarswat coa Nagaur 💚🌱#collegelife #funnyvideo,2022-11-06T13:32:56Z,30.0,606,18,0
Folk selection methods in plant breeding,Old,a4Z-16svC2Y,"Breeding with the Breeders PART2 - Selecting Plants, Producing Pollen, and Planned Pollination",2022-05-11T13:48:19Z,6001.0,3275,135,8
Folk selection methods in plant breeding,Old,b_xEKTrCeSU,2022 0419: John White - Indigenous Conceptualizations of and Interactions with Plants...,2022-04-28T17:39:18Z,4293.0,58,2,0
Folk selection methods in plant breeding,Old,eUTEckf1AyA,Biology: Plant Breeding Method,2020-06-10T11:29:32Z,3596.0,4236,133,0
Folk selection methods in plant breeding,Old,N7RgVndlLio,"@AussyCC Live; Genetics, Breeding MAB, Plant Handling, Testing, MAS, HY5 gene ELONGATED HYPOCOTYL 5",2023-06-10T14:39:32Z,7131.0,116,9,9
Folk selection methods in plant breeding,Old,WAkwwe2iPVE,"Multilevel selection, population genetics and cooperation in structured populations",2016-07-19T17:53:49Z,6833.0,596,7,0
Folk selection methods in plant breeding,Old,QF1MElJZSBs,Protection of Plant varieties in India,2021-05-16T12:54:22Z,2448.0,1131,61,0
Folk selection methods in plant breeding,Old,Digsa3KjC4U,Genetic variability #Genetics #viral #shorts #youtubeshorts  🤔🤔🤔🤑🤑,2023-09-16T04:10:00Z,7.0,532,0,4
Folk selection methods in plant breeding,Old,ItiHAN8O1fU,Variety Trials to Advance Organic Seed Systems,2018-03-23T23:03:41Z,5137.0,692,14,1
Folk selection methods in plant breeding,Old,ZZrMGL5w6dA,Squamish CAN Seed Saving Workshop,2020-09-14T17:54:04Z,4059.0,154,0,0
Folk selection methods in plant breeding,Old,mf8Gt7nObDg,"The ""People's Choice"": Seed Questions from Across Canada",2016-10-18T16:08:03Z,5547.0,94,0,1
Folk selection methods in plant breeding,Old,LvBkq3nIryM,Advanced Seed Saving: Saving Brassica Seed,2023-01-11T17:56:36Z,5251.0,122,0,0
Folk selection methods in plant breeding,Old,JpiDs4CiwLI,"Seed Production in Cages: Challenging, Fun and Rewarding",2018-03-14T15:11:39Z,4817.0,956,5,2
Folk selection methods in plant breeding,Old,2EJTn-HuTlw,Corn Breeding at Cornell University,2021-08-31T18:56:58Z,1314.0,1983,40,0
Folk selection methods in plant breeding,Old,qg0oYJNqm_k,"@AussyCC Live; Cover-crops, Mulching (Organic vs Non Organic, Temps, Moisture). Was a Open Topic",2024-11-02T14:49:21Z,4045.0,45,6,0
Folk selection methods in plant breeding,Old,eHTLWRlvbck,"My Career as a Public Wheat Breeder - ""The Only Constant in Life is Change”",2021-08-16T15:39:16Z,7398.0,2170,132,10
Folk selection methods in plant breeding,Old,G56FlBnTJUo,FUNAAB 79TH INAUGURAL LECTURE - PROF. FRANCIS ABAYOMI SHOWEMIMO,2023-08-03T02:34:29Z,5571.0,101,0,0
Folk selection methods in plant breeding,Old,w_Gw10Rh4Ko,Technical examination of plant varieties applying for CPVR. Part I: Seed propagated species,2019-11-27T16:06:04Z,4862.0,470,3,0
Folk selection methods in plant breeding,Old,xJyhafYnKnQ,Imported Guppy Breeding using Foxtail 😇😇,2024-07-04T11:30:33Z,40.0,774811,41991,100
Folk selection methods in plant breeding,Old,WGxgRQiRu9o,BC Seeds Gathering - Opening Session - PART 1,2012-11-13T18:33:17Z,2800.0,119,0,0
Folk selection methods in plant breeding,Old,x0G2-AP4vOY,Molecular breeding for Rose Black Spot disease in roses: Current research and prospects,2024-12-10T17:56:15Z,3067.0,56,2,0
Folk selection methods in plant breeding,Old,LyhvQtmZp6Y,Analytical Cannabis Breeding Programs Panel - The Emerald Cup 2018,2019-01-03T05:57:37Z,3095.0,7155,151,21
Folk selection methods in plant breeding,Old,uRVTA7kuaGk,What! No Potatoes? (Article Podcast),2021-06-17T12:00:31Z,883.0,789,46,2
Folk selection methods in plant breeding,Old,Q4z6ve1Ps-U,Dwarf Tomato Breeding Webinar with Craig LeHoullier,2020-06-18T23:09:39Z,4588.0,19538,0,0
Folk selection methods in plant breeding,Old,-wIII6eCmYI,Aspirants practicing eatingetiquette # SSB #SSBPreparation #NDA #CDS #Defence #DefenceAcademy,2022-06-03T09:00:46Z,11.0,13563913,156568,2538
Folk selection methods in plant breeding,Old,FEMbksp-wAY,"Sesame Cultivation: Planting, Care, Harvesting | How to grow Sesame seeds at Home | Sesame Farming",2023-05-13T03:30:07Z,248.0,41077,555,17
Folk selection methods in plant breeding,Old,1ev_z3YTQ-k,Check out the historic wheat trials in Bolgart! @theGRDC #wheat #farming #grains,2024-02-14T23:24:29Z,31.0,632,9,0
Folk selection methods in plant breeding,Old,VArj9Utj2J0,2020 CANOVI Radicchio Webinar,2020-08-13T17:26:21Z,5548.0,286,0,0
Folk selection methods in plant breeding,Old,7oVahJ8eR-Q,Seed Saving 101,2022-12-12T18:15:27Z,1984.0,724,0,0
Folk selection methods in plant breeding,Old,Z2dUC5OzpCs,Centre for High Carbon Capture Cropping: Diverse Swards and Herbal Leys webinar,2024-12-20T14:17:27Z,3872.0,49,0,0
Folk selection methods in plant breeding,Old,SGP1a7hqsBM,"Vivacious Variegation, the Truth About Milky Spore, and Plant Breeder Megan Mathey | 41",2023-06-17T12:55:00Z,2783.0,30368,202,42
Folk selection methods in plant breeding,Old,fgnTNQ0wEaM,Planting the Exotic African Melon Revealed a Surprising Fact About Me,2019-02-10T20:38:22Z,1483.0,40815,3081,636
Folk selection methods in plant breeding,Old,0RPk6w-EBIA,Plant Breeding In India,2022-02-01T08:50:55Z,186.0,20,5,0
Folk selection methods in plant breeding,Old,agQpPPQ5IVQ,Punnett Squares - Basic Introduction,2018-11-13T00:14:52Z,1751.0,2413222,42961,1552
Landrace improvement cycles in plant breeding,Old,QX1ix9iU1ec,Podcast Episode 14 - Maize Breeding with Professor Albrecht Melchinger,2020-10-15T07:15:17Z,1690.0,105,4,0
Landrace improvement cycles in plant breeding,Old,AoKc3wbvj4M,GROW Webinar: CGIAR Breeding - Who Benefits with Michael Quinn,2023-05-02T07:52:59Z,4571.0,276,11,0
Landrace improvement cycles in plant breeding,Old,FRA4vaEh7dM,How to Accelerate Genetic Gains in Crop Improvement Programmes?,2020-06-13T13:55:26Z,5108.0,1877,72,0
Landrace improvement cycles in plant breeding,Old,F07mv9Xo-Vk,Maize breeding: genetic and morphological characterization of maize landraces for heat tolerance,2023-09-26T11:49:13Z,3410.0,328,4,0
Landrace improvement cycles in plant breeding,Old,xRIrLwgnE7E,Using information from natural populations to improve plant and animal breeding,2018-11-30T11:31:44Z,2486.0,416,5,1
Landrace improvement cycles in plant breeding,Old,kABenXBIMwI,Breeding Approaches to Improve Rust Resistance in Wheat - Arun Joshi - Part 1,2016-02-01T18:05:18Z,632.0,584,7,1
Landrace improvement cycles in plant breeding,Old,hKZRIw401LQ,Lee Hickey - Speed Breeding for Wheat Improvement,2018-08-22T16:16:13Z,3577.0,2917,49,2
Landrace improvement cycles in plant breeding,Old,w8z16tpHzIA,Fred Rattunde:  Sorghum Improvement in West Africa ...,2020-09-10T15:48:53Z,3340.0,251,8,0
Landrace improvement cycles in plant breeding,Old,9puibWmeqVk,Who is Driving Technology Uptake in Plant Breeding?   Professor Peter Langridge at P2IRC,2018-01-30T22:26:41Z,1399.0,118,2,0
Landrace improvement cycles in plant breeding,Old,F5NXH9VwK0c,FIRST LANDRACE SEED HARVEST OF 2023!,2023-07-27T22:55:54Z,343.0,1584,98,10
Landrace improvement cycles in plant breeding,Old,Q8QU1WscM_k,Speed breeding Session 2 – Cecile Richard,2015-11-16T15:20:42Z,2906.0,1801,21,1
Landrace improvement cycles in plant breeding,Old,uJk3zN1qxvc,BrisScience (June): Speed breeding – accelerating crop research,2018-06-26T04:28:06Z,4075.0,1650,41,1
Landrace improvement cycles in plant breeding,Old,gsPxdsGFTvA,"Reviving heritage foods through landrace farming, with Glenn Roberts",2023-11-10T23:08:37Z,5172.0,110,4,0
Landrace improvement cycles in plant breeding,Old,otQkcOA06Y4,plbr403 - Genetic Improvement of Crop Plants - Lecture 21,2014-01-15T17:14:23Z,2435.0,1150,11,0
Landrace improvement cycles in plant breeding,Old,9K-hfLCV5eo,Plant Breeding,2021-01-21T00:19:48Z,3004.0,226,5,1
Landrace improvement cycles in plant breeding,Old,e5jZNHvOnnc,plbr403 - Genetic Improvement of Crop Plants - Lecture 22,2014-01-15T17:14:22Z,2455.0,1173,11,1
Landrace improvement cycles in plant breeding,Old,pE5sQkPqcqY,How Plant Breeders Breed for Climate Resilient Agriculture,2023-10-19T05:38:41Z,2164.0,181,9,0
Landrace improvement cycles in plant breeding,Old,IakY_03WPGg,Growing With Fishes Podcast 171 Landrace Preservation Society,2019-10-04T03:55:17Z,6117.0,999,49,7
Landrace improvement cycles in plant breeding,Old,t3fCJKY_UvE,"Lee Hickey: Using ""speed breeding"" to harness rust resistance",2015-10-08T20:54:43Z,1349.0,1624,25,2
Landrace improvement cycles in plant breeding,Old,NlBXKXcGAUY,[IPPS2022 Keynote] Lee Hickey -Breaking the nexus:Breeding technologies to improve sustainability...,2023-09-26T12:41:40Z,2721.0,216,4,0
Landrace improvement cycles in plant breeding,Old,VxLHyNTJwHk,"Introduction to Plant Breeding - part 02 || objectives,,achievements,, undesirable consequences.",2023-05-29T21:03:33Z,3128.0,304,10,0
Landrace improvement cycles in plant breeding,Old,6LD8ZHH3iJk,Financial Participation in Plant Breeding  I  P. Kunz at ICWL18,2018-06-22T07:55:54Z,1373.0,160,0,0
Landrace improvement cycles in plant breeding,Old,d8UTOk5ZsPw,Jacob Toth: Elucidating the Genetic Control of Qualitative Traits in Hemp,2022-05-17T20:03:07Z,3135.0,1211,45,0
Landrace improvement cycles in plant breeding,Old,GDJsdGnPQ_A,B73xMo17 -The most important Maize Hybrid and Maize Breeding population In the history of the World,2021-07-28T18:51:27Z,884.0,846,35,6
Landrace improvement cycles in plant breeding,Old,I6kHZGu_loo,Libraries of doubled haploid lines from landraces a new tool by Albrecht Melchinger,2017-12-27T05:36:56Z,1954.0,203,4,0
Landrace improvement cycles in plant breeding,Old,rzo03KZzlYU,The Status of Corn Breeding in the United States,2017-11-14T20:43:15Z,3339.0,253,2,0
Landrace improvement cycles in plant breeding,Old,XB3H4Kg66ho,Speed Breeding: A Powerful Tool to Accelerate Crop Research & Breeding - Dr. Lee Hickey,2022-01-19T19:54:48Z,1557.0,2227,40,0
Landrace improvement cycles in plant breeding,Old,9fFZljchsWA,Alf Ceplitis: Plant Breeding 3.0 – The Return of the Breeder’s Equation,2020-11-21T02:40:03Z,3732.0,752,16,0
Landrace improvement cycles in plant breeding,Old,5LEJPuxjEsE,Bringing Cassava Breeding into the 21st Century - Chiedozie Egesi - AAAS 2016,2016-02-23T16:07:50Z,1306.0,1075,6,0
Landrace improvement cycles in plant breeding,Old,P130AgAzzW8,Breeding Approaches to Improve Rust Resistance in Wheat - Arun Joshi - Part 2,2016-02-01T18:05:34Z,1003.0,290,6,0
Landrace improvement cycles in plant breeding,Old,wkDiR-7GklM,plbr403 - Genetic Improvement of Crop Plants - Lecture 3,2014-01-15T17:14:23Z,3011.0,6369,91,1
Landrace improvement cycles in plant breeding,Old,u09zXdKFkB4,plbr403 - Genetic Improvement of Crop Plants - Lecture 8,2014-01-15T17:14:23Z,2795.0,3732,44,2
Landrace improvement cycles in plant breeding,Old,z00QMd1EJK4,Aims of Plant Breeding,2020-10-06T04:30:07Z,133.0,224,7,2
Landrace improvement cycles in plant breeding,Old,3f6wrHzUy-I,"Maize Diversity, Bottlenecks, Selection, and Adaptation. An NAPB GSWG webinar with Dr. Jim Holland",2024-01-22T02:17:41Z,3556.0,592,29,1
Landrace improvement cycles in plant breeding,Old,iPo_bbo6dMk,ILSI IFBiC - Safety Of GM Crops: Compositional Analysis (Speaker: Flavio Breseghello),2012-10-04T18:05:27Z,2010.0,178,1,0
Landrace improvement cycles in plant breeding,Old,UjN70mPEUU0,GROW webinar: Crop Genetic Erosion with Colin Khoury,2021-12-22T14:06:41Z,5232.0,261,7,0
Landrace improvement cycles in plant breeding,Old,fLKo0c0hC40,Principles of Plant Breeding,2021-01-06T07:19:22Z,10429.0,34795,885,130
Landrace improvement cycles in plant breeding,Old,byCZFQ0K1QM,User Presentation: Harnessing the promising fruits of genomics-assisted breeding in yam improvement,2022-01-31T17:53:01Z,966.0,12,2,0
Landrace improvement cycles in plant breeding,Old,j_i8onfRzDo,Dr. Marcio Resende 2020 R. F. Baker Plant Breeding Symposium,2020-03-13T09:59:13Z,2882.0,360,6,0
Landrace improvement cycles in plant breeding,Old,tlDkW_EgnqI,Lee Hickey - Speed breeding is a powerful tool to accelerate wheat research and breeding,2018-09-05T17:59:18Z,1078.0,7378,168,9
Landrace improvement cycles in plant breeding,Old,fZ2KEPNkhgo,2IMPB - Lecture 3: Natalia De Leon,2018-11-28T14:36:45Z,3071.0,141,3,0
Landrace improvement cycles in plant breeding,Old,7O8NErPCH9s,Seed Saving for local adaptation | Lessons from the New Mexico Participatory Plant Breeding Program,2021-03-03T15:16:49Z,10467.0,474,0,1
Landrace improvement cycles in plant breeding,Old,yVe-AByrQBs,Breeder Roundtable: Dutch & American influence on global cannabis genetics,2021-10-19T03:36:26Z,15246.0,3839,182,30
Landrace improvement cycles in plant breeding,Old,r2Zh64QD8TQ,Modernizing plant breeding programs to deliver higher rates of genetic gain in the developing world,2016-05-02T05:36:04Z,3904.0,1107,11,0
Landrace improvement cycles in plant breeding,Old,5Zhpn9qCgqs,"Lunchtime Lecture Series: “Nitrogen fixation in maize landraces from Oaxaca, Mexico”",2021-02-09T19:47:43Z,3077.0,1796,54,0
Landrace improvement cycles in plant breeding,Old,HZmhqf_fUaE,Dr Lee Hickey delivering keynote lecture at ICRISAT's CEGSB Symposium_2018,2019-01-04T04:48:23Z,3021.0,445,18,0
Landrace improvement cycles in plant breeding,Old,-qo22LxoQpk,"Notes from the vegetable garden - plant pathology, landrace, and crop rotation",2022-08-18T17:03:14Z,819.0,585,17,7
Landrace improvement cycles in plant breeding,Old,slyUlK-zD9Q,Breeding resistance to nematodes in wheat,2011-03-07T23:01:32Z,135.0,342,3,0
Landrace improvement cycles in plant breeding,Old,QIkJfdjZbks,Urmil Bansal: New gene variation for rust resistance in the Watkins collection,2015-10-08T20:54:42Z,1185.0,723,8,0
Landrace improvement cycles in plant breeding,Old,qA3h-EuU_C4,"Biomimicry, Landraces, & Full Genetic Expression",2019-09-05T20:09:40Z,2178.0,345,10,1
Regional biotic stress breeding in plant breeding,Old,23tvDcrzobo,T.Y.Bsc S-ll P-Vl Topic-Breeding for stress tolerance,2021-05-27T11:00:12Z,1386.0,115,2,1
Regional biotic stress breeding in plant breeding,Old,5BMfFuuqOW4,Danilo Hottis Lyra - Breeding for biotic and abiotic stresses,2020-08-22T03:00:02Z,1975.0,87,1,0
Regional biotic stress breeding in plant breeding,Old,CmtjTM5XldE,Breeding for Biotic Stress resistance (Basics),2020-06-20T13:54:24Z,1452.0,3050,61,1
Regional biotic stress breeding in plant breeding,Old,PWZ8iGyquIA,Webinar on Genomics Strategies for Improvement of Abiotic Stress Tolerance in Crop Plants,2020-12-04T06:37:45Z,11735.0,672,12,0
Regional biotic stress breeding in plant breeding,Old,DnhN_HnhFUo,Guest Lecture- Plant Breeding and Genetics- Climate challenges - Breeders stress,2023-07-27T12:27:40Z,6449.0,226,7,2
Regional biotic stress breeding in plant breeding,Old,5vZL0G__j88,Genomics based breeding research for improving resistance to biotic and abiotic stress in cereals,2015-02-26T05:40:28Z,1712.0,585,5,0
